"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"1915628087959503238","@JJCyberPath Agreed, some idiots on internet are saying English is enough for vibe coding😂","en","Reply","Shubhampawar4841","Shubhampawar484","9","0","0","0","0","0","2025-04-25 10:15:01","https://x.com/Shubhampawar484/status/1915628087959503238","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1915470962218221677","@webpnkdotdev @shadcn Why not, let's go for it.","en","Reply","Shubhampawar4841","Shubhampawar484","52","1","0","0","0","0","2025-04-24 23:50:39","https://x.com/Shubhampawar484/status/1915470962218221677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1915467641004642608","U don't know how much @shadcn has help me. https://t.co/QA8iQBHFvh","en","Tweet","Shubhampawar4841","Shubhampawar484","822","1","0","0","9","1","2025-04-24 23:37:27","https://x.com/Shubhampawar484/status/1915467641004642608","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/GpUbqi7X0AMM67e.jpg"
"1915446172132561113","@cold_outreach 🫡🫡","qme","Reply","Shubhampawar4841","Shubhampawar484","4","0","0","0","0","0","2025-04-24 22:12:09","https://x.com/Shubhampawar484/status/1915446172132561113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1915444919097057332","📅 Day 302

✅ Worked on the Dashboard.
✅ Worked on Active Clients Pie implementation and Client Acquisition line chart.","en","Tweet","Shubhampawar4841","Shubhampawar484","147","1","0","0","6","0","2025-04-24 22:07:10","https://x.com/Shubhampawar484/status/1915444919097057332","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1915444678671102085","📅 Day 301

✅ Worked on the Client Acquisition dashboard section. 
✅ Worked on the Filtering data through updation method.","en","Tweet","Shubhampawar4841","Shubhampawar484","120","0","0","0","6","0","2025-04-24 22:06:13","https://x.com/Shubhampawar484/status/1915444678671102085","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1915443812194828447","@crescentforeal https://t.co/ABTd2U3GXA","qme","Reply","Shubhampawar4841","Shubhampawar484","20","0","0","0","1","0","2025-04-24 22:02:46","https://x.com/Shubhampawar484/status/1915443812194828447","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","http://port-folio-ilfv.vercel.app","",""
"1914379270589161580","Hey guys! Just hit 300+ days of coding and posting on X! 
What started as simple journaling turned into a game-changer for me.
✅ Got a full-time internship
✅ Gave 10+ interviews
✅ Made awesome connections
✅ Improve my Portfolio
The journey is still on — let’s keep building","en","Tweet","Shubhampawar4841","Shubhampawar484","2650","3","1","1","28","0","2025-04-21 23:32:40","https://x.com/Shubhampawar484/status/1914379270589161580","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1914376889877090495","📅 Day 300

✅ Worked on the Sales Module.
✅ Worked on Client Filtering.","en","Tweet","Shubhampawar4841","Shubhampawar484","97","0","0","0","5","0","2025-04-21 23:23:12","https://x.com/Shubhampawar484/status/1914376889877090495","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1914004592662028796","📅 Day 299

✅ Worked on the Sales Module
✅ Worked on Leads, Called , Subscribed, Onboarding, Client module. https://t.co/mo6v1Lnqda","en","Tweet","Shubhampawar4841","Shubhampawar484","94","0","0","0","8","0","2025-04-20 22:43:50","https://x.com/Shubhampawar484/status/1914004592662028796","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Go_pBizW0AAADNW.png
https://pbs.twimg.com/media/Go_pBi9bwAE1d-Y.png"
"1913659681861492965","📅 Day 298

✅ Worked on the Sales Module
✅ Worked on Leads and Onboarding section. https://t.co/UruNazb63K","en","Tweet","Shubhampawar4841","Shubhampawar484","84","0","0","0","5","0","2025-04-19 23:53:16","https://x.com/Shubhampawar484/status/1913659681861492965","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Go6vVJPW4AA4fYZ.png
https://pbs.twimg.com/media/Go6vVJAWsAAe5eo.png"
"1913288797355180033","📅 Day 297

✅ Worked on the Sales Module
✅ Worked on Leads Subscription and Onboarding.
✅ Explored Supabase edge function storage upload. https://t.co/BHn1bqnCpX","en","Tweet","Shubhampawar4841","Shubhampawar484","172","0","0","0","9","0","2025-04-18 23:19:31","https://x.com/Shubhampawar484/status/1913288797355180033","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Go1eAvvXUAAoung.png
https://pbs.twimg.com/media/Go1eAvkWAAA_Puc.png"
"1912190211276030068","📅 Day 296

✅ Worked on the Trades Timeline section with Rationale module integration
✅ Explore Clerk middleware integration.","en","Tweet","Shubhampawar4841","Shubhampawar484","80","0","0","0","7","0","2025-04-15 22:34:07","https://x.com/Shubhampawar484/status/1912190211276030068","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1911851185700790777","@hashjenni Thanos","en","Reply","Shubhampawar4841","Shubhampawar484","11","0","0","0","1","0","2025-04-15 00:06:57","https://x.com/Shubhampawar484/status/1911851185700790777","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1911850593951301699","📅 Day 295

✅ Worked on the Trades Timeline section
✅ Gave an interview today — another step forward! https://t.co/pPHXw1Un7N","en","Tweet","Shubhampawar4841","Shubhampawar484","78","0","0","0","4","0","2025-04-15 00:04:36","https://x.com/Shubhampawar484/status/1911850593951301699","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GohB-JVWgAAqRLf.png
https://pbs.twimg.com/media/GohB-JcWgAATRWf.png"
"1911460313863434322","📅 Day 294

✅ Brushed up on some SQL concepts and Operating System fundamentals. 
✅ Fixed bugs related to Clerk and Supabase configuration","en","Tweet","Shubhampawar4841","Shubhampawar484","90","0","0","0","6","0","2025-04-13 22:13:46","https://x.com/Shubhampawar484/status/1911460313863434322","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1911368575970926946","@abhisheknaironx Exactly I had been posting since a year and got a lots of reply of X. 
It works....","en","Reply","Shubhampawar4841","Shubhampawar484","27","0","0","0","0","0","2025-04-13 16:09:14","https://x.com/Shubhampawar484/status/1911368575970926946","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1911316859703480622","@Rothmus Common sense","fr","Reply","Shubhampawar4841","Shubhampawar484","18","0","0","0","1","0","2025-04-13 12:43:44","https://x.com/Shubhampawar484/status/1911316859703480622","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1911106767905251551","📅 Day 293 

✅ Presented my first work demo today — a good experience!
✅ Focused on improving my presentation skills.","en","Tweet","Shubhampawar4841","Shubhampawar484","96","0","0","0","7","0","2025-04-12 22:48:54","https://x.com/Shubhampawar484/status/1911106767905251551","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1910919781571494344","📅 Day 291

✅ Worked extensively on Post Trades Management – added Edit &amp; Exit trade features
⚡ Staying consistent! Let’s continue to be active on X https://t.co/4ZSWHxiMZZ","en","Tweet","Shubhampawar4841","Shubhampawar484","91","0","0","0","7","0","2025-04-12 10:25:53","https://x.com/Shubhampawar484/status/1910919781571494344","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GoTzZzmWoAAom6r.png
https://pbs.twimg.com/media/GoTzZypWIAAnnct.png"
"1910384800969453978","📅 Day 290

✅ Worked on Advisory module. 
✅ Worked on Data streamline.","en","Tweet","Shubhampawar4841","Shubhampawar484","72","0","0","0","5","0","2025-04-10 23:00:04","https://x.com/Shubhampawar484/status/1910384800969453978","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1910346786755010717","@Abhinavstwt Those who are not participating.","en","Reply","Shubhampawar4841","Shubhampawar484","20","0","0","0","0","0","2025-04-10 20:29:01","https://x.com/Shubhampawar484/status/1910346786755010717","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1910231012577275965","@pupin_dev When u sleep bro?","en","Reply","Shubhampawar4841","Shubhampawar484","16","1","0","0","1","0","2025-04-10 12:48:58","https://x.com/Shubhampawar484/status/1910231012577275965","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1910053544495108287","@doubleSdotdev Ha, vaise bhi apne clg me tcs, capgemini pe hi depend hai","fr","Reply","Shubhampawar4841","Shubhampawar484","32","1","0","0","0","0","2025-04-10 01:03:46","https://x.com/Shubhampawar484/status/1910053544495108287","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1910052708842680580","@doubleSdotdev Bhai clg se jyada expectations mat rakho, bahar try krlo, exp se bata raha hu","in","Reply","Shubhampawar4841","Shubhampawar484","21","1","0","0","1","0","2025-04-10 01:00:27","https://x.com/Shubhampawar484/status/1910052708842680580","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1910040663556870375","📅 Day 289

✅ Worked on Post trades. 
✅ Explore DDOS prevention technique for Scrapping
✅ Worked 7 hours today","en","Tweet","Shubhampawar4841","Shubhampawar484","112","1","0","0","2","0","2025-04-10 00:12:35","https://x.com/Shubhampawar484/status/1910040663556870375","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1908886371277705505","@trikcode FireShip","en","Reply","Shubhampawar4841","Shubhampawar484","68","0","0","0","1","0","2025-04-06 19:45:50","https://x.com/Shubhampawar484/status/1908886371277705505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1908594979339198596","📅 Day 288

✅ Worked on Post trades.
✅ Cohort continued Frontend AWS deployment.
✅ Explored Things like CDN and S3 in depth.","en","Tweet","Shubhampawar4841","Shubhampawar484","91","0","0","0","3","0","2025-04-06 00:27:57","https://x.com/Shubhampawar484/status/1908594979339198596","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1908217219206799533","📅 Day 287

✅ Worked on Things like Post trades.
✅ Explored Things like Levenshtein Distance Algorithm.","en","Tweet","Shubhampawar4841","Shubhampawar484","100","0","0","0","2","0","2025-04-04 23:26:52","https://x.com/Shubhampawar484/status/1908217219206799533","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1908152163458551938","@pupin_dev I just document my work that's it.","en","Reply","Shubhampawar4841","Shubhampawar484","9","0","0","0","1","0","2025-04-04 19:08:22","https://x.com/Shubhampawar484/status/1908152163458551938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1908121931414474820","@pupin_dev Not In case of waking up early.","en","Reply","Shubhampawar4841","Shubhampawar484","18","1","0","0","1","0","2025-04-04 17:08:14","https://x.com/Shubhampawar484/status/1908121931414474820","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1907839699026325630","📅 Day 286

✅ Worked on Things like Queries optimization, Revised some DSA Concepts, Brushed up CN.
✅ Explored Things like Ngrok.","en","Tweet","Shubhampawar4841","Shubhampawar484","135","2","0","0","6","0","2025-04-03 22:26:44","https://x.com/Shubhampawar484/status/1907839699026325630","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1907306367829807612","@trikcode No,
I'm from Circuit Branch but in Tech job.","en","Reply","Shubhampawar4841","Shubhampawar484","10","0","0","0","0","0","2025-04-02 11:07:28","https://x.com/Shubhampawar484/status/1907306367829807612","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1907119328593358870","📅 Day 284

✅ Worked on Things like Scrapping functionality.
✅ Explored Things like WebHook and microservices.","en","Tweet","Shubhampawar4841","Shubhampawar484","96","0","0","0","4","0","2025-04-01 22:44:15","https://x.com/Shubhampawar484/status/1907119328593358870","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1906636270589141402","@clerk and @supabase Combination just changed my perspective in the development🤯","en","Reply","Shubhampawar4841","Shubhampawar484","11","0","0","0","1","0","2025-03-31 14:44:45","https://x.com/Shubhampawar484/status/1906636270589141402","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1906635830363595153","@clerk and @supabase Combination just changed my perspective in the development🤯🤯","en","Reply","Shubhampawar4841","Shubhampawar484","7","0","0","0","1","0","2025-03-31 14:43:00","https://x.com/Shubhampawar484/status/1906635830363595153","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1906583100584317161","@leerob Just Vo and Open ai with some coffee","en","Reply","Shubhampawar4841","Shubhampawar484","20","0","0","0","1","0","2025-03-31 11:13:28","https://x.com/Shubhampawar484/status/1906583100584317161","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1906280115807387962","@GithubProjects https://t.co/NxvAUTUsk5","qme","Reply","Shubhampawar4841","Shubhampawar484","19","0","0","0","0","0","2025-03-30 15:09:31","https://x.com/Shubhampawar484/status/1906280115807387962","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","https://github.com/shubhampawar4841","",""
"1905980277484343373","@im_roy_lee Agreed","en","Reply","Shubhampawar4841","Shubhampawar484","9","0","0","0","0","0","2025-03-29 19:18:04","https://x.com/Shubhampawar484/status/1905980277484343373","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1904960153402892670","📅 Day 283

✅ Worked on Things like Middlewares in Clerk js and Fixed some user Sessions errors.
✅ Explored Things like Role-based authentication, Open api specs, Clerk RBA metadata.
✅ Lets Continue this legacy https://t.co/RpJlBUz9fN","en","Tweet","Shubhampawar4841","Shubhampawar484","111","0","0","0","1","0","2025-03-26 23:44:27","https://x.com/Shubhampawar484/status/1904960153402892670","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Gm_HJ4dbUAA03cJ.jpg
https://pbs.twimg.com/media/Gm_HJ4jaAAEh3SH.png
https://pbs.twimg.com/media/Gm_HJ4ebIAAv-ML.jpg"
"1904594892539781567","📅 Day 282

✅ Worked on GoogleSheet Api and Dynamic fetching data.
✅ Adding custom onboarding to your authentication flow in Clerk JS. https://t.co/cQQ0bnrM96","en","Tweet","Shubhampawar4841","Shubhampawar484","138","0","0","0","3","0","2025-03-25 23:33:02","https://x.com/Shubhampawar484/status/1904594892539781567","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Gm569C1bYAMW4Fr.png
https://pbs.twimg.com/media/Gm569CybYAYIJ3l.png"
"1904223336433058125","@tradingMaxiSL A mind which don't seek Attention and Validation Constantly.","en","Reply","Shubhampawar4841","Shubhampawar484","7","0","0","0","0","0","2025-03-24 22:56:36","https://x.com/Shubhampawar484/status/1904223336433058125","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1904222440273879184","@Abhinavstwt Is cloudflare proxy free?","en","Reply","Shubhampawar4841","Shubhampawar484","112","1","0","0","1","0","2025-03-24 22:53:03","https://x.com/Shubhampawar484/status/1904222440273879184","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1904221986509009370","@shahzadahmad246 Status driven things","en","Reply","Shubhampawar4841","Shubhampawar484","6","0","0","0","0","0","2025-03-24 22:51:14","https://x.com/Shubhampawar484/status/1904221986509009370","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1904221673760702747","@MudrikaKavdia Every 3 out of 5 mens.","en","Reply","Shubhampawar4841","Shubhampawar484","105","0","0","0","2","0","2025-03-24 22:50:00","https://x.com/Shubhampawar484/status/1904221673760702747","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1904201747033457127","📅 Day 281

✅ Worked on Streaming Component in Next JS 
✅ Prisma Connection Pool Implemented https://t.co/2XsZ4usG0b","en","Tweet","Shubhampawar4841","Shubhampawar484","116","0","0","0","4","0","2025-03-24 21:30:49","https://x.com/Shubhampawar484/status/1904201747033457127","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Gm0VZEHbMAEaVnA.png
https://pbs.twimg.com/media/Gm0VZENasAArg7-.png"
"1903297208772132930","@KhushiMhasange Irony is most of them goes daily....","en","Reply","Shubhampawar4841","Shubhampawar484","23","1","0","0","1","0","2025-03-22 09:36:30","https://x.com/Shubhampawar484/status/1903297208772132930","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1903141364940017831","📅 Day 280

✅ Worked on Things like Cookie Implementation in Clerk js and Supabase.
✅ Implemented more Policies in Supabase https://t.co/RMuPmDXYEM","en","Tweet","Shubhampawar4841","Shubhampawar484","105","0","0","0","4","0","2025-03-21 23:17:14","https://x.com/Shubhampawar484/status/1903141364940017831","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GmlQ-fVbgAAWdmL.png"
"1902772379916570723","@doubleSdotdev supabase with clerk or node?","en","Reply","Shubhampawar4841","Shubhampawar484","24","1","0","0","0","0","2025-03-20 22:51:01","https://x.com/Shubhampawar484/status/1902772379916570723","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1902427732904136856","📅 Day 279

✅ Worked on Things like Supabase Select, Insert, Delete policies with JWT Secret configuration with clerk.
✅ Updated PortFolio. https://t.co/3FF8WZyz2l","en","Tweet","Shubhampawar4841","Shubhampawar484","122","0","0","0","3","0","2025-03-20 00:01:31","https://x.com/Shubhampawar484/status/1902427732904136856","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GmbH742a8AAH7cF.png
https://pbs.twimg.com/media/GmbH744a8AAvEhc.png"
"1902427596924821731","📅 Day 279

✅ Worked on Things like Supabase Select, Insert, Delete policies with JWT Secret configuration with clerk.
✅ Updated PortFolio https://t.co/IMBJ2m8TXX","en","Tweet","Shubhampawar4841","Shubhampawar484","69","0","0","0","0","0","2025-03-20 00:00:59","https://x.com/Shubhampawar484/status/1902427596924821731","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GmbHz5qbAAAu2jv.png
https://pbs.twimg.com/media/GmbHz5qaUAAtHHA.png"
"1902057658267660712","📅 Day 278

✅ Worked on Things like Clerk Authentication with Supabase with RLS
✅ Explored Policies, created request ids, sessions, etc https://t.co/MGu0eTjDFw","en","Tweet","Shubhampawar4841","Shubhampawar484","110","0","0","0","1","0","2025-03-18 23:30:58","https://x.com/Shubhampawar484/status/1902057658267660712","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GmV3Wu8a8AQK1N4.png
https://pbs.twimg.com/media/GmV3WysaIAAX0ei.png"
"1900911500568785376","@moesmufti We are working on real-time data fetching to show on the dashboard for some thousands of Users.
Thats why caching","en","Reply","Shubhampawar4841","Shubhampawar484","9","1","0","0","1","0","2025-03-15 19:36:33","https://x.com/Shubhampawar484/status/1900911500568785376","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1900907677078708548","@GithubProjects There should be law against Light mode users.","en","Reply","Shubhampawar4841","Shubhampawar484","26","0","0","0","0","0","2025-03-15 19:21:22","https://x.com/Shubhampawar484/status/1900907677078708548","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
